IATA,ICAO,Name,Country,Active
,FGS,Elitellina,Italy,N
,ELT,Elliott Aviation,United States,N
,MGG,Elmagal Aviation Services,Sudan,N
,ELR,Elrom Aviation and Investments,Israel,N
,EAM,Embassy Airlines,Nigeria,N
,EFT,Embassy Freight Company,United States,N
,EMB,Empresa Brasileira De Aeronautica,Brazil,N
,XSL,Embry-Riddle Aeronautical University,United States,N
,JEM,Emerald Airways,United Kingdom,N
,EWW,Emery Worldwide Airlines,United States,N
,EMT,Emetebe,Ecuador,N
EK,UAE,Emirates,United Arab Emirates,Y
,SBC,Emoyeni Air Charter,South Africa,N
,EMP,Empire Air Service,United States,N
EM,CFS,Empire Airlines,United States,N
,MPR,Empire Aviation Services,Nigeria,N
,ETP,Empire Test Pilots' School,United Kingdom,N
,AUO,Empresa (Aero Uruguay),UNIFORM OSCAR,N
,PRG,Empresa Aero-Servicios Parrague,Chile,N
,CRN,Empresa Aerocaribbean,Cuba,N
,VNA,Empresa Aviacion Interamericana,Uruguay,N
EU,EEA,Empresa Ecuatoriana De Aviacion,Ecuador,Y
,CNI,Empresa Nacional De Servicios Aereos,Cuba,N
,VNE,Empresa Venezolana,Venezuela,N
,GTV,Empresa de Aviacion Aerogaviota,Cuba,N
,XLT,Empressa Brasileira de Infra-Estrutura Aeroportuaria-Infraero,Brazil,N
,ENC,Endecots,Ecuador,N
,ENI,Enimex,Estonia,N
G8,ENK,Enkor JSC,Russia]],N
,EGV,Enrique Gleisner Vivanco,Chile,N
,ESE,Ensenada Vuelos Especiales,Mexico,N
,ENS,Entergy Services,United States,N
,EWS,Enterprise World Airways,Democratic Republic of the Congo,N
E0,ESS,Eos Airlines,United States,N
,EKA,Equaflight Service,Republic of the Congo,N
,EQZ,Equatair Air Services (Zambia),Zambia,N
,EQT,Equatorial Airlines,Equatorial Guinea,N
,ERH,Era Helicopters,United States,N
,IRY,Eram Air,Iran,N
,ERF,Erfoto,Portugal,N
,ERE,Erie Airways,United States,N
B8,ERT,Eritrean Airlines,Eritrea,Y
,CTV,Escuela De Pilotos Are Aviacion,Spain,N
,EPC,Espace Aviation Services,Democratic Republic of the Congo,N
,ERC,Esso Resources Canada,Canada,N
E7,ESF,Estafeta Carga Aerea,Mexico,N
OV,ELL,Estonian Air,Estonia,Y
,ETA,Estrellas Del Aire,Mexico,N
ET,ETH,Ethiopian Airlines,Ethiopia,Y
,MJM,Eti 2000,Italy,N
EY,ETD,Etihad Airways,United Arab Emirates,Y
,ETM,Etram Air Wing,Angola,N
,EVN,Euraviation,Italy,N
,ECN,Euro Continental AIE,Spain,N
RZ,,Euro Exec Express,Sweden,Y
,ESN,Euro Sun,Turkey,N
,EAK,Euro-Asia Air,Kazakhstan,N
,KZE,Euro-Asia Air International,Kazakhstan,N
,MMZ,EuroAtlantic Airways,Portugal,N
,GOJ,EuroJet Aviation,United Kingdom,N
,EUP,Euroair,Greece,N
,EUU,Euroamerican Air,Uruguay,N
,ECY,Euroceltic Airways,United Kingdom,N
,EUC,Eurocontrol,Belgium,N
,ECF,Eurocopter,France,N
UI,ECA,Eurocypria Airlines,Cyprus,Y
,EEZ,Eurofly,Italy,N
GJ,EEU,Eurofly Service,Italy,Y
,EUG,Euroguineana de Aviacion,Equatorial Guinea,N
,ERJ,Eurojet Italia,Italy,N
,JLN,Eurojet Limited,Malta,N
,RDP,Eurojet Romania,Romania,N
,EJS,Eurojet Servis,Czech Republic,N
K2,ELO,Eurolot,Poland,Y
3W,EMX,Euromanx Airways,Austria,N
,GED,Europe Air Lines,France,N
,FPO,Europe Airpost,France,N
,EUT,European 2000 Airlines,Malta,N
,EAG,European Aeronautical Group UK,United Kingdom,N
EA,EAL,European Air Express,Germany,Y
QY,BCS,European Air Transport,Belgium,N
E7,EAF,European Aviation Air Charter,United Kingdom,N
,EBJ,European Business Jets,United Kingdom,N
,ECB,European Coastal Airlines,Croatia,N
,ETV,European Executive,United Kingdom,N
,EXC,European Executive Express,Sweden,N
,EBG,Eurosense,Bulgaria,N
,ESX,Euroskylink,United Kingdom,N
EW,EWG,Eurowings,Germany,Y
EZ,EIA,Evergreen International Airlines,United States,Y
,VTS,Everts Air Alaska/Everts Air Cargo,United States,N
,EMN,Examiner Training Agency,United Kingdom,N
JN,XLA,Excel Airways,United Kingdom,Y
,XEL,Excel Charter,United Kingdom,Y
,GZA,Excellent Air,Germany,N
MB,EXA,Execair Aviation,Canada,N
,VCN,Execujet Charter,Switzerland,N
,EJO,Execujet Middle East,United Arab Emirates,N
,VMP,Execujet Scandinavia,Denmark,N
,EAS,Executive Aerospace,South Africa,N
,LFL,Executive Air,Zimbabwe,N
,EAC,Executive Air Charter,United States,N
,XAF,Executive Air Fleet,United States,N
,ECS,Executive Aircraft Charter and Charter Services,Ireland,N
,XAH,Executive Aircraft Services,United Kingdom,N
OW,EXK,Executive Airlines,United States,N
,EXU,Executive Airlines,Spain,N
,JTR,Executive Aviation Services,United Kingdom,N
,EXE,Executive Flight,United States,N
,TRI,Executive Flight Operations Ontario Government,Canada,N
,EXJ,Executive Jet Charter,United Kingdom,N
,EJM,Executive Jet Management,United States,N
,TEA,Executive Turbine Aviation,South Africa,N
,EXF,Eximflight,Mexico,N
,EXN,Exin,Poland,N
,EXR,Expertos En Carga,Mexico,N
8D,EXV,Expo Aviation,Sri Lanka,N
,FXA,Express Air,United States,N
,EIC,Express International Cargo,S,N
,XPL,Express Line Aircompany,United States,N
,XNA,Express Net Airlines,United States,N
EO,LHN,Express One International,United States,Y
,XTO,Express Tours,Canada,N
XE,BTA,ExpressJet,United States,Y
,JTM,Exxavia Limited,Ireland,N
U2,EZY,easyJet,United Kingdom,Y
,EJA,NetJets,United States,N
,EYE,F.S. Air Service,United States,N
,IFA,FAI Airservice,Germany,N
,FLC,FINFO Flight Inspection Aircraft,United States,N
,FKI,FLM Aviation Mohrdieck,Germany,N
,DCM,FLTPLAN,United States,N
,FLW,FLowair Aviation,France,N
,FMG,FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt,Germany,N
,FRA,FR Aviation,United Kingdom,N
,FSB,FSB Flugservice & Development,Germany,N
,LEJ,FSH Luftfahrtunternehmen,Germany,N
,FBA,Fab Air,Kyrgyzstan,N
,FCS,Facts Air,Mexico,N
,FAV,Fair Aviation,South Africa,N
,FWD,Fair Wind Air Charter,United Arab Emirates,N
,FLS,Fairlines,Netherlands,N
,FFC,Fairoaks Flight Centre,United Kingdom,N
,FWY,Fairways Corporation,United States,N
,FCN,Falcon Air,Sweden,N
,FAR,Falcon Air,Slovenia,N
,FAO,Falcon Air Express,United States,N
,FAU,Falcon Airline,Nigeria,N
IH,,Falcon Aviation,Sweden,N
,FVS,Falcon Aviation Services,United Arab Emirates,N
,FJC,Falcon Jet Centre,United Kingdom,N
,FAW,Falwell Aviation,United States,N
EF,EFA,Far Eastern Air Transport,Taiwan,Y
,FDL,Farmingdale State University,United States,N
,FAH,Farnair Hungary,Hungary,N
,FRN,Farnair Netherlands,Netherlands,N
,FAT,Farnair Switzerland,Switzerland,N
,RAF,Farnas Aviation Services,Sudan,N
,HBL,Faroecopter,Denmark,N
F6,RCK,Faroejet,Faroe Islands,N
,FRW,Farwest Airlines,United States,N
F3,FSW,Faso Airways,Burkina Faso,N
,FHL,Fast Helicopters,United Kingdom,N
,FAY,Fayban Air Services,Nigeria,N
,SKM,Fayetteville Flying Service and Scheduled Skyways System,United States,N
,FDR,Federal Air,South Africa,N
,FLL,Federal Airlines,Sweden,N
,DCN,Federal Armed Forces,Germany,N
,FRM,Federal Armored Service,United States,N
,NHK,Federal Aviation Administration,United States,N
FX,FDX,Federal Express,United States,N
,FNK,Feniks Airline,Kazakhstan,N
,FER,Feria Aviacion,Spain,N
N8,HGK,Fika Salaama Airlines,Uganda,N
4S,FNC,Finalair Congo,Republic of the Congo,N
,FAK,Financial Airxpress,United States,N
,FBF,Fine Airlines,United States,N
,FTR,Finist'air,France,N
AY,FIN,Finnair,Finland,Y
FC,WBA,Finncomm Airlines,Finland,Y
,FNF,Finnish Air Force,Finland,N
FY,FFM,Firefly,Malaysia,Y
7F,FAB,First Air,Canada,Y
,JRF,First Air Transport,Japan,N
,FCC,First Cambodia Airlines,Cambodia,N
DP,FCA,First Choice Airways,United Kingdom,Y
,MBL,First City Air,United Kingdom,N
,GGA,First Flying Squadron,United States,N
,FIR,First Line Air,Sierra Leone,N
,FTS,First Sabre,Mexico,N
8F,FFR,Fischer Air,Czech Republic,N
,FFP,Fischer Air Polska,Poland,N
,FSX,Flagship Express Services,United States,N
,FLE,Flair Airlines,Canada,N
,WAF,Flamenco Airways,United States,N
,FMR,Flamingo Air,United States,N
,FLN,Flamingo Air-Line,Kazakhstan,N
,FSH,Flash Airlines,Egypt,N
,BWY,Fleet Requirements Air Direction Unit,United Kingdom,N
,FLR,Fleetair,South Africa,N
,FXY,Flexair,Netherlands,N
,FXT,Flexflight,Denmark,N
,TUD,Flight Alaska,United States,N
,FCK,Flight Calibration Service,Germany,N
,FCV,Flight Centre Victoria,Canada,N
,FCP,Flight Corporation,New Zealand,N
,FDP,Flight Dispatch Services,Poland,N
,FLX,Flight Express,United States,N
,CFI,Flight Inspection Center of the General Administration of Civil Aviation in China,China,N
,LTS,Flight Inspections and Systems,Russia,N
,IVJ,Flight International,United States,N
,MIT,Flight Line,United States,N
,FOI,Flight Ops International,United States,N
,OPT,Flight Options,United States,N
,CLB,Flight Precision Limited,United Kingdom,N
,FSL,Flight Safety Limited,United Kingdom,N
,FSU,Flight Support Sweden,Sweden,N
,CCK,Flight Trac,United States,N
,AYR,Flight Training Europe,Spain,N
,FWQ,Flight West Airlines,Australia,N
,KLO,Flight-Ops International,Canada,N
,CSK,Flightcraft,United States,N
,FEX,Flightexec,Canada,N
B5,FLT,Flightline,United Kingdom,Y
,FPS,Flightpass Limited,United Kingdom,N
,FSR,Flightstar Corporation,United States,N
,KDZ,Flightworks,United States,N
,FAZ,Flint Aviation Services,United States,N
,OJY,Florida Air,United States,N
PA,FCL,Florida Coastal Airlines,United States,N
,FFS,Florida Department of Agriculture,United States,N
,FJS,Florida Jet Service,United States,N
RF,FWL,Florida West International Airways,United States,Y
,FFG,Flugdienst Fehlhaber,Germany,N
,FLU,Flugschule Basel,Switzerland,N
,EZB,Flugschule Eichenberger,Switzerland,N
,FWZ,Flugwerkzeuge Aviation Software,Austria,N
F2,FLM,Fly Air,Turkey,N
,FCT,Fly CI Limited,United Kingdom,N
,FEE,Fly Europa Limited,United Kingdom,N
,FXL,Fly Excellent,Sweden,N
,NVJ,Fly International Airways,Tunisia,N
,FIL,Fly Line,Spain,N
SH,FLY,Fly Me Sweden,Sweden,N
,IAD,Fly Wex,Italy,N
D7,XAX,AirAsia X,Malaysia,Y
TE,LIL,FlyLal,Lithuania,Y
LF,NDC,FlyNordic,Sweden,Y
F7,BBO,Flybaboo,Switzerland,Y
BE,BEE,Flybe,United Kingdom,Y
,FCE,Flycolumbia,Spain,N
,FLO,Flycom,Slovenia,N
,GVG,Flygaktiebolaget Gota Vingar,Sweden,N
B4,GSM,Flyglobespan,United Kingdom,Y
,FPA,Flygprestanda,Sweden,N
,ETS,Flygtransporter I Nykoping,Sweden,N
,INU,Flyguppdraget Backamo,Sweden,N
,FYH,Flyhy Cargo Airlines,Thailand,Y
,FCR,Flying Carpet Company,Lebanon,N
,FYG,Flying Service,Belgium,N
,FGP,Flying-Research Aerogeophysical Center,Russia,N
,FLK,Flylink Express,Spain,N
,FTM,Flyteam Aviation,United Kingdom,N
,FKS,Focus Air,United States,N
,FOP,Fokker,Netherlands,N
,NOF,Fonnafly,Norway,N
,FOB,Ford Motor Company,United Kingdom,N
VY,FOS,Formosa Airlines,Taiwan,Y
,FOR,Formula One Management,United Kingdom,N
,FHS,Forth and Clyde Helicopter Services,United Kingdom,N
,FXC,Fortunair Canada,Canada,N
BN,,Forward Air International Airlines,United States,N
,FSA,Foster Aviation,United States,N
,JFY,Foster Yeoman,United Kingdom,N
,FTE,Fotografia F3,Spain,N
,FIA,Four Island Air,Antigua and Barbuda,N
HK,FSC,Four Star Aviation / Four Star Cargo,United States,N
,WDS,Four Winds Aviation,United States,N
,FXR,Foxair,Italy,N
,FDO,France Douanes,France,N
,FHY,Free Bird Airlines,Turkey,N
,FOM,Freedom Air,New Zealand,N
FP,FRE,Freedom Air,United States,Y
,FFF,Freedom Air Services,Nigeria,N
,FRL,Freedom Airlines,United States,Y
,FAS,Freedom Airways,Cyprus,N
,FWC,Freeway Air,Netherlands,N
,FRG,Freight Runners Express,United States,N
,FAF,Force Aerienne Francaise,France,N
,FMY,Aviation Legere De L'Armee De Terre,France,N
,FNY,France Marine Nationale,France,N
,FRR,Fresh Air,Nigeria,N
,FAE,Freshaer,United Kingdom,N
,FAL,Friendship Air Alaska,United States,N
,FLF,Friendship Airlines,Uganda,N
,FGY,Froggy Corporate Aviation,Australia,N
F9,FFT,Frontier Airlines,United States,Y
,ITR,Frontier Commuter,United States,N
2F,FTA,Frontier Flying Service,United States,Y
,FNG,Frontier Guard,Finland,N
,FUJ,Fujairah Aviation Centre,United Arab Emirates,N
,CFJ,Fujian Airlines,China,N
,GAX,Full Express,United States,N
,FAM,Fumigacion Aerea Andaluza,Spain,N
,FFY,Fun Flying Thai Air Service,Thailand,N
,ROG,Fundació Rego,Spain,N
,FUN,Funtshi Aviation Service,Democratic Republic of the Congo,N
,FGL,Futura Gael,Ireland,N
FH,FUA,Futura International Airways,Spain,N
,GML,G & L Aviation,South Africa,N
,EXH,G5 Executive,Germany,N
,MTA,GAK/Mitchell Aero,United States,N
,GGS,GATSA,Mexico,N
,GBX,GB Airlink,United States,N
GT,GBL,GB Airways,United Kingdom,Y
,GCS,GCS Air Service,United States,N
,FFU,GEC Marconi Avionics,United Kingdom,N
,GCC,GECAS,Ireland,N
,GEN,GENSA,Brazil,N
,GET,GETRA,Equatorial Guinea,N
,GFW,GFW Aviation,Australia,N
,GHI,GH Stansted Limited,United Kingdom,N
,GMG,GM Helicopters,Latvia,N
,GPE,GP Express Airlines,United States,N
,GPR,GPM Aeroservicio,Mexico,N
,GIB,GR-Avia,Guinea,N
,BMK,GST Aero Aircompany,Kazakhstan,N
,GTX,GTA Air,United States,N
,GAH,Ga-Ma Helicoptere,France,N
,GBE,Gabon Express,Gabon,N
,GRT,Gabon-Air-Transport,Gabon,N
,GIG,Gacela Air Cargo,Mexico,N
,GFC,Gail Force Express,United States,N
,GNJ,Gain Jet Aviation,Greece,N
,SWF,Galair International,United Kingdom,N
,GLS,Galaircervis,Ukraine,N
7O,GAL,Galaxy Air,Kyrgyzstan,N
,GXY,Galaxy Airlines,Japan,N
,GAS,Galena Air Service,United States,N
1G,,Galileo International,United States,N
,GMA,Gama Aviation,United Kingdom,N
GC,GNR,Gambia International Airlines,Gambia,N
,NML,Gambia New Millennium Air,Gambia,N
,GMJ,Gamisa Aviacion,Spain,N
G7,GNF,Gandalf Airlines,Italy,N
,GAN,Gander Aviation,Canada,N
,GSA,Garden State Airlines,United States,N
,AHM,Garrison Aviation,Canada,N
GA,GIA,Garuda Indonesia,Indonesia,Y
,GHS,Gatari Hutama Air Services,Indonesia,N
,EGO,Gauteng Air Cargo,South Africa,N
,GVN,Gavina,Spain,N
4G,GZP,Gazpromavia,Russia,Y
,GEE,Geesair,Canada,N
GR,GCO,Gemini Air Cargo,United States,N
,GAB,Gendall Air,Canada,N
,GDB,Gendarmerie Belge,Belgium,N
,FGN,Gendarmie Nationale,France,N
,SWK,General Aerospace,Canada,N
,GWS,General Airways,South Africa,N
,GNZ,General Aviation,Poland,N
,GTH,General Aviation Flying Services,United States,N
,XGA,General Aviation Terminal,Canada,N
,GMC,General Motors,United States,N
,GNX,Genex,Belarus,N
,GSL,Geographic Air Surveys,Canada,N
A9,TGZ,Georgian Airways,Georgia,Y
,FGA,Georgian Aviation Federation,Georgia,N
,GGF,Georgian Cargo Airlines Africa,Senegal,N
QB,GFG,Georgian National Airlines,Georgia,Y
,GPL,DLR,Germany,N
,GAF,German Air Force,Germany,N
,GAM,German Army,Germany,N
,GNY,German Navy,Germany,N
,GHY,German Sky Airlines,Germany,N
ST,GMI,Germania,Germany,Y
4U,GWI,Germanwings,Germany,Y
,GDN,Gerry's Dnata,Pakistan,N
,GFD,Gesekkschaft Fur Flugzieldarstellung,Germany,N
GP,GES,Gestair,Spain,N
,GTR,Gestar,Chile,N
,GJT,Gestion Aerea Ajecutiva,Spain,N
,GHT,Ghadames Air Transport,Libya,N
,GHA,Ghana Airways,Ghana,N
G0,GHB,Ghana International Airlines,Ghana,Y
,NTC,Gibson Aviation,United States,N
,RPS,Global Air Charter,United States,N
,GAG,Global Air Operations,Comoros,N
,GBS,Global Air Services Nigeria,Nigeria,N
,GLC,Global Aircargo,Bahrain,N
,BSP,Global Airways,Democratic Republic of Congo,N
,GBB,Global Aviation Operations,South Africa,N
,GAK,Global Aviation and Services Group,Libya,N
,GGZ,Global Georgian Airways,Georgia,N
,GLJ,Global Jet Austria,Austria,N
,NSM,Global Jet Corporation,United States,N
,SVW,Global Jet Luxembourg,Luxembourg,N
,GSK,Global Sky Aircharter,United States,N
,GSS,Global Supply Systems,United Kingdom,N
,XGS,Global System,United States,N
,XGW,Global Weather Dynamics,United States,N
,GLW,Global Wings,Japan,N
,GJA,Globe Jet,Lebanon,N
G8,GOW,Go Air,India,Y
GK,,Go One Airways,United Kingdom,N
G7,GJS,GoJet Airlines,United States,Y
,GGE,Gobierno De Guinea Ecuatorial,Equatorial Guinea,N
,GOF,Gof-Air,Mexico,N
,GOI,Gofir,Switzerland,N
G3,GLO,Gol Transportes Aéreos,Brazil,Y
,GBT,Gold Belt Air Transport,Canada,N
,GDA,GoldAir,United Kingdom,N
,GDK,Goldeck-Flug,Austria,N
DC,GAO,Golden Air,Sweden,Y
,GDD,Golden Airlines,United States,N
,GPA,Golden Pacific Airlines,United States,N
,GRS,Golden Rule Airlines,Kyrgyzstan,N
,GLD,Golden Star Air Cargo,Sudan,N
,GOS,Goldfields Air Services,Australia,N
,GAQ,Golfe Air Quebec,Canada,N
,GLE,Goliaf Air,Sao Tome and Principe,N
,GOM,Gomel Airlines,Belarus,N
,RDR,Goodridge (UK) Limited,United Kingdom,N
G1,IKA,Gorkha Airlines,Nepal,N
,GOR,Gorlitsa Airlines,Ukraine,N
,HKG,Government Flying Service,Hong Kong SAR of China,N
,GRZ,Government of Zambia Communications Flight,Zambia,N
,HLD,Grampian Flight Centre,United Kingdom,N
,GAV,Granada Aviacion,Spain,N
,GAE,Grand Aire Express,United States,N
,GND,Grand Airways,United States,N
,CVU,Grand Canyon Airlines,United States,N
GS,GUN,Grant Aviation,United States,N
,LMK,Grantex Aviation,United Kingdom,N
,GRA,Great American Airways,United States,N
ZK,GLA,Great Lakes Airlines,United States,Y
,GLU,Great Lakes Airways (Uganda),Uganda,N
,GRP,Great Plains Airlines,United States,N
IJ,GWL,Great Wall Airlines,China,N
,GWA,Great Western Air,United States,N
,HAF,Hellenic Air Force,Greece,N
,HNA,Greek Navy,Greece,N
,GFF,Griffin Aviation,Cyprus,N
,GXA,Grixona,Moldova,N
,GZD,Grizodubova Air Company,Russia,N
,HTG,Grossmann Air Service,Austria,N
,GSJ,Grossmann Jet Service,Czech Republic,N
,GHV,Ground Handling Service de Mexico,Mexico,N
,GPM,Grup Air-Med,Spain,N
,EJC,Grupo De Aviacion Ejecutiva,Mexico,N
TA,TAT,Grupo TACA,Costa Rica,Y
,VMM,Grupo Vuelos Mediterraneo,Spain,N
,GMT,Grupoaereo Monterrey,Mexico,N
,GSY,Guard Systems,Norway,N
G6,BSR,Guine Bissaur Airlines,Guinea-Bissau,N
,GIJ,Guinea Airways,Guinea,N
,GNC,Guinea Cargo,Equatorial Guinea,N
J9,GIF,Guinee Airlines,Guinea,N
,GEA,Guinea Ecuatorial Airlines,Equatorial Guinea,N
,GIQ,Guinee Paramount Airlines,Guinea,N
,CGH,Guizhou Airlines,China,N
,GUS,Guja,Mexico,N
G8,GUJ,Gujarat Airways,India,N
,TSU,Gulf & Caribbean Cargo / Contract Air Cargo,United States,N
,GUF,Gulf African Airlines - Gambia,,N
,GFA,Gulf Air,Oman,Y
GF,GBA,Gulf Air Bahrain,Bahrain,Y
,GAT,Gulf Air Inc,United States,N
,GCN,Gulf Central Airlines,United States,N
,SFY,Gulf Flite Center,United States,N
,GPC,Gulf Pearl Air Lines,Libya,N
,GLF,Gulfstream Aerospace,United States,N
,GFS,Gulfstream Airlines,United States,N
,GFT,Gulfstream International Airlines,United States,Y
,GUL,Gull Air,United States,N
,GUM,Gum Air,Suriname,N
,GDH,Guneydogu Havacilik Isletmesi,Turkey,N
GY,,Guyana Airways 2000,,N
,GWN,Gwyn Aviation,United Kingdom,N
,HLA,HC Airlines,United Kingdom,N
,HWD,HPM Investments,United Kingdom,N
,KTR,HT Helikoptertransport,Sweden,N
,AHT,HTA Helicopteros,Portugal,N
,FMS,Hadison Aviation,United States,N
H6,HAG,Hageland Aviation Services,United States,Y
,POW,Hagondale Limited,United Kingdom,N
HR,HHN,Hahn Air,Germany,N
HU,CHH,Hainan Airlines,China,Y
1R,,Hainan Phoenix Information Systems,China,N
,HLS,Haiti Air Freight,Haiti,N
2T,HAM,Haiti Ambassador Airlines,Haiti,Y
,HTI,Haiti International Air,Haiti,N
,HRB,Haiti International Airline,Haiti,N
,HNR,Haiti National Airlines (HANA),Haiti,N
,HTN,Haiti North Airline,Haiti,N
,HTC,Haiti Trans Air,Haiti,N
,HBC,Haitian Aviation Line,Haiti,N
,HAJ,Hajvairy Airlines,Pakistan,N
,HKL,Hak Air,Nigeria,N
,HLH,Hala Air,Sudan,N
,HCN,Halcyon Air/Bissau Airways,Guinea-Bissau,N
4R,HHI,Hamburg International,Germany,Y
,HJL,Hamlin Jet,United Kingdom,N
,HMM,Hamra Air,United Arab Emirates,N
,WVA,Hand D Aviation,United States,N
,HGR,Hangar 8,United Kingdom,N
,HGD,Hangard Aviation,Mongolia,N
,HAN,Hansung Airlines,Republic of Korea,N
X3,HLX,TUIfly,Germany,Y
HF,HLF,Hapagfly,Germany,Y
HB,HAR,Harbor Airlines,United States,N
HQ,HMY,Harmony Airways,Canada,N
,NBR,Haughey Air,United Kingdom,N
,PYN,Haverfordwest Air Charter Services,United Kingdom,N
,HAV,Havilah Air Services,Nigeria,N
HA,HAL,Hawaiian Airlines,United States,Y
HP,,Hawaiian Pacific Airlines,United States,N
,HKR,Hawk Air,Argentina,N
,HMX,Hawk De Mexico,Mexico,N
BH,,Hawkair,Canada,Y
,HKI,Hawkaire,United States,N
,HZL,Hazelton Airlines,Australia,N
HN,HVY,Heavylift Cargo Airlines,Australia,N
,HVL,Heavylift International,United Arab Emirates,N
,HDC,Helcopteros De Cataluna,Spain,N
,HCB,Helenair (Barbados),Barbados,N
,HCL,Helenair Corporation,Saint Lucia,N
,HHP,Helenia Helicopter Service,Denmark,N
,HLR,Heli Air Services,Bulgaria,N
,ALJ,Heli Ambulance Team,Austria,N
,HEB,Heli Bernina,Switzerland,N
8H,HFR,Heli France,France,Y
,HYH,Heli Hungary,Hungary,N
,HLM,Heli Medwest De Mexico,Mexico,N
,HLI,Heli Securite,France,N
,HTP,Heli Trip,Mexico,N
,HLU,Heli Union Heli Prestations,France,N
,MCM,Heli-Air-Monaco,Monaco,N
,HHE,Heli-Holland,Netherlands,N
,HRA,Heli-Iberica,Spain,N
,HIF,Heli-Iberica Fotogrametria,Spain,N
,HIG,Heli-Inter Guyane,France,N
,HLK,Heli-Link,Switzerland,N
,HMC,Heliamerica De Mexico,Mexico,N
,HEA,Heliavia-Transporte Aereo,Portugal,N
,CDY,Heliaviation Limited,United Kingdom,N
,HIB,Helibravo Aviacao,Portugal,N
,HLC,Helicap,France,N
,COV,Helicentre Coventry,United Kingdom,N
,HEL,Helicol,Colombia,N
,HCP,Helicopter,Czech Republic,N
,JKY,Helicopter & Aviation Services,United Kingdom,N
,MVK,Helicopter Training & Hire,United Kingdom,N
,HAP,Helicopteros Aero Personal,Mexico,N
,HAA,Helicopteros Agroforestal,Chile,N
,HNT,Helicopteros Internacionales,Mexico,N
,HEN,Helicopteros Y Vehiculos Nacionales Aereos,Mexico,N
,HHH,Helicsa,Spain,N
JB,JBA,Helijet,Canada,Y
,HDR,Helikopterdrift,Norway,N
,SCO,Helikopterservice Euro Air,Sweden,N
,OCE,Heliocean,France,N
ZU,HCY,Helios Airways,Cyprus,N
,HLP,Helipistas,Spain,N
,HPL,Heliportugal,Portugal,N
,HEC,Heliservicio Campeche,Mexico,N
,HSU,Helisul,Portugal,N
,HSI,Heliswiss,Switzerland,N
,HLT,Helitafe,Mexico,N
,HIT,Helitalia,Italy,N
,OFA,Helitaxi Ofavi,Mexico,N
,HTA,Helitrans,Norway,N
,HTS,Helitrans Air Service,United States,N
,HLW,Heliworks,Chile,N
T4,HEJ,Hellas Jet,Greece,Y
HW,FHE,Hello,Switzerland,Y
,HLG,Helog,Switzerland,N
2L,OAW,Helvetic Airways,Switzerland,Y
DU,HMS,Hemus Air,Bulgaria,N
,HAC,Henebury Aviation,Australia,N
,SSH,Heritiage Flight (Valley Air Services),United States,N
,MRX,Herman's Markair Express,United States,N
,HED,Herritage Aviation Developments,United Kingdom,N
