IATA,ICAO,Name,City,Country,Latitude,Longitude
HAM,EDDH,Hamburg Airport,Hamburg,Germany,53.630401611328,9.9882297515869
THF,EDDI,Berlin-Tempelhof International Airport,Berlin,Germany,52.47299957275391,13.403900146484377
CGN,EDDK,Cologne Bonn Airport,Cologne,Germany,50.8658981323,7.1427397728
DUS,EDDL,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678
MUC,EDDM,Munich Airport,Munich,Germany,48.353802,11.7861
NUE,EDDN,Nuremberg Airport,Nuernberg,Germany,49.498699,11.078056
LEJ,EDDP,Leipzig/Halle Airport,Leipzig,Germany,51.423889,12.236389
SCN,EDDR,Saarbrücken Airport,Saarbruecken,Germany,49.2145996094,7.10950994492
STR,EDDS,Stuttgart Airport,Stuttgart,Germany,48.6898994446,9.22196006775
TXL,EDDT,Berlin-Tegel Airport,Berlin,Germany,52.5597,13.2877
HAJ,EDDV,Hannover Airport,Hannover,Germany,52.461101532,9.68507957458
BRE,EDDW,Bremen Airport,Bremen,Germany,53.0475006104,8.78666973114
QEF,EDFE,Frankfurt-Egelsbach Airport,Egelsbach,Germany,49.959999,8.645833
HHN,EDFH,Frankfurt-Hahn Airport,Hahn,Germany,49.9487,7.26389
MHG,EDFM,Mannheim-City Airport,Mannheim,Germany,49.473057,8.514167
EIB,EDGE,Eisenach-Kindel Airport,Eisenach,Germany,50.991604,10.47973
SGE,EDGS,Siegerland Airport,Siegerland,Germany,50.70769882202149,8.082969665527344
XFW,EDHI,Hamburg-Finkenwerder Airport,Hamburg,Germany,53.5352783203125,9.835556030273438
KEL,EDHK,Kiel-Holtenau Airport,Kiel,Germany,54.37944412231445,10.145277976989746
LBC,EDHL,Lübeck Blankensee Airport,Luebeck,Germany,53.8054008484,10.7192001343
ESS,EDLE,Essen Mulheim Airport,Essen,Germany,51.40230178833008,6.9373297691345215
BFE,EDLI,Bielefeld Airport,Bielefeld,Germany,51.964722,8.544444
MGL,EDLN,Mönchengladbach Airport,Moenchengladbach,Germany,51.230278,6.504444
PAD,EDLP,Paderborn Lippstadt Airport,Paderborn,Germany,51.6141014099,8.616319656369999
DTM,EDLW,Dortmund Airport,Dortmund,Germany,51.51829910279999,7.61223983765
AGB,EDMA,Augsburg Airport,Augsburg,Germany,48.425278,10.931667
OBF,EDMO,Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,48.081402,11.2831
RBM,EDMS,Straubing Airport,Straubing,Germany,48.90083312988281,12.516667366027832
FDH,EDNY,Friedrichshafen Airport,Friedrichshafen,Germany,47.6712989807,9.51148986816
SZW,EDOP,Schwerin Parchim Airport,Parchim,Germany,53.426998,11.7834
BYU,EDQD,Bayreuth Airport,Bayreuth,Germany,49.985001,11.64
URD,EDQE,Burg Feuerstein Airport,Burg Feuerstein,Germany,49.794166564941,11.133610725403
HOQ,EDQM,Hof-Plauen Airport,Hof,Germany,50.288612365722656,11.856389045715332
ZQW,EDRZ,Zweibrücken Airport,Zweibruecken,Germany,49.2094,7.40056
ZQL,EDTD,Donaueschingen-Villingen Airport,Donaueschingen,Germany,47.97333145139999,8.52222156525
BWE,EDVE,Braunschweig-Wolfsburg Airport,Braunschweig,Germany,52.319199,10.5561
KSF,EDVK,Kassel-Calden Airport,Kassel,Germany,51.417273,9.384967
BRV,EDWB,Bremerhaven Airport,Bremerhaven,Germany,53.506943,8.572778
EME,EDWE,Emden Airport,Emden,Germany,53.391109,7.2275
WVN,EDWI,Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,53.502220153808594,8.05222225189209
BMK,EDWR,Borkum Airport,Borkum,Germany,53.59639,6.709167
NRD,EDWY,Norderney Airport,Norderney,Germany,53.70694351196289,7.230000019073486
FLF,EDXF,Flensburg-Schäferhaus Airport,Flensburg,Germany,54.77333450317383,9.378889083862305
GWT,EDXW,Westerland Sylt Airport,Westerland,Germany,54.9132003784,8.34047031403
KDL,EEKA,Kärdla Airport,Kardla,Estonia,58.99079895019531,22.830699920654297
URE,EEKE,Kuressaare Airport,Kuressaare,Estonia,58.22990036010742,22.50950050354004
EPU,EEPU,Pärnu Airport,Parnu,Estonia,58.41899871826172,24.47279930114746
TLL,EETN,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,59.41329956049999,24.8327999115
TAY,EETU,Tartu Airport,Tartu,Estonia,58.3074989319,26.690399169900004
ENF,EFET,Enontekio Airport,Enontekio,Finland,68.362602233887,23.424299240112
KEV,EFHA,Halli Airport,Halli,Finland,61.856039,24.786686
HEM,EFHF,Helsinki Malmi Airport,Helsinki,Finland,60.25460052490234,25.042800903320312
HEL,EFHK,Helsinki Vantaa Airport,Helsinki,Finland,60.317199707031,24.963300704956
HYV,EFHV,Hyvinkää Airfield,Hyvinkaa,Finland,60.6543998718,24.8810997009
KTQ,EFIT,Kitee Airport,Kitee,Finland,62.1661,30.073601
IVL,EFIV,Ivalo Airport,Ivalo,Finland,68.607299804688,27.405300140381
JOE,EFJO,Joensuu Airport,Joensuu,Finland,62.662899017334,29.607500076294
JYV,EFJY,Jyvaskyla Airport,Jyvaskyla,Finland,62.399501800537,25.678300857544
KAU,EFKA,Kauhava Airport,Kauhava,Finland,63.127102,23.051399
KEM,EFKE,Kemi-Tornio Airport,Kemi,Finland,65.778701782227,24.582099914551
KAJ,EFKI,Kajaani Airport,Kajaani,Finland,64.285499572754,27.692399978638
KHJ,EFKJ,Kauhajoki Airport,Kauhajoki,Finland,62.4625015259,22.3931007385
KOK,EFKK,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,63.721199035645,23.143100738525
KAO,EFKS,Kuusamo Airport,Kuusamo,Finland,65.987602233887,29.239400863647
KTT,EFKT,Kittilä Airport,Kittila,Finland,67.700996398926,24.846799850464
KUO,EFKU,Kuopio Airport,Kuopio,Finland,63.007099151611,27.797800064087
QLF,EFLA,Lahti Vesivehmaa Airport,Vesivehmaa,Finland,61.144199,25.693501
LPP,EFLP,Lappeenranta Airport,Lappeenranta,Finland,61.044601,28.144743
MHQ,EFMA,Mariehamn Airport,Mariehamn,Finland,60.122200012207,19.898199081421
MIK,EFMI,Mikkeli Airport,Mikkeli,Finland,61.6866,27.201799
OUL,EFOU,Oulu Airport,Oulu,Finland,64.930099487305,25.354600906372
POR,EFPO,Pori Airport,Pori,Finland,61.461700439453,21.799999237061
RVN,EFRO,Rovaniemi Airport,Rovaniemi,Finland,66.564796447754,25.830400466919
SVL,EFSA,Savonlinna Airport,Savonlinna,Finland,61.943099975586,28.945100784302
SOT,EFSO,Sodankyla Airport,Sodankyla,Finland,67.3949966431,26.6191005707
TMP,EFTP,Tampere-Pirkkala Airport,Tampere,Finland,61.414100646973,23.604400634766
TKU,EFTU,Turku Airport,Turku,Finland,60.514099121094,22.262800216675
UTI,EFUT,Utti Air Base,Utti,Finland,60.89640045166,26.938400268555
VAA,EFVA,Vaasa Airport,Vaasa,Finland,63.050701141357,21.762199401855
VRK,EFVR,Varkaus Airport,Varkaus,Finland,62.171100616455,27.868600845337
YLI,EFYL,Ylivieska Airfield,Ylivieska-raudaskyla,Finland,64.0547222,24.7252778
BFS,EGAA,Belfast International Airport,Belfast,United Kingdom,54.6575012207,-6.21582984924
ENK,EGAB,St Angelo Airport,Enniskillen,United Kingdom,54.39889907836914,-7.651669979095459
BHD,EGAC,George Best Belfast City Airport,Belfast,United Kingdom,54.61809921264648,-5.872499942779541
LDY,EGAE,City of Derry Airport,Londonderry,United Kingdom,55.04280090332031,-7.161109924316406
BHX,EGBB,Birmingham International Airport,Birmingham,United Kingdom,52.4538993835,-1.74802994728
CVT,EGBE,Coventry Airport,Coventry,United Kingdom,52.3697013855,-1.47971999645
GLO,EGBJ,Gloucestershire Airport,Golouchestershire,United Kingdom,51.89419937133789,-2.167220115661621
GBA,EGBP,Cotswold Airport,Pailton,United Kingdom,51.668095,-2.05694
MAN,EGCC,Manchester Airport,Manchester,United Kingdom,53.35369873046875,-2.2749500274658203
NQY,EGHQ,Newquay Cornwall Airport,Newquai,United Kingdom,50.44060134887695,-4.995409965515137
LYE,EGDL,RAF Lyneham,Lyneham,United Kingdom,51.5051,-1.99343
YEO,EGDY,RNAS Yeovilton,Yeovilton,United Kingdom,51.0093994140625,-2.638819932937622
HAW,EGFE,Haverfordwest Airport,Haverfordwest,United Kingdom,51.833099365234375,-4.9611101150512695
CWL,EGFF,Cardiff International Airport,Cardiff,United Kingdom,51.39670181274414,-3.343329906463623
SWS,EGFH,Swansea Airport,Swansea,United Kingdom,51.60530090332031,-4.0678300857543945
BRS,EGGD,Bristol Airport,Bristol,United Kingdom,51.382702,-2.71909
LPL,EGGP,Liverpool John Lennon Airport,Liverpool,United Kingdom,53.33359909057617,-2.849720001220703
LTN,EGGW,London Luton Airport,London,United Kingdom,51.874698638916016,-0.3683330118656158
PLH,EGHD,Plymouth City Airport,Plymouth,United Kingdom,50.422798,-4.10583
BOH,EGHH,Bournemouth Airport,Bournemouth,United Kingdom,50.77999877929688,-1.8424999713897705
SOU,EGHI,Southampton Airport,Southampton,United Kingdom,50.95029830932617,-1.3567999601364136
QLA,EGHL,Lasham Airport,Lasham,United Kingdom,51.187198638916016,-1.0334999561309814
ACI,EGJA,Alderney Airport,Alderney,Guernsey,49.706104,-2.21472
GCI,EGJB,Guernsey Airport,Guernsey,Guernsey,49.435001373291016,-2.601969957351685
JER,EGJJ,Jersey Airport,Jersey,Jersey,49.20790100097656,-2.195509910583496
ESH,EGKA,Shoreham Airport,Shoreham By Sea,United Kingdom,50.835602,-0.297222
BQH,EGKB,London Biggin Hill Airport,Biggin Hill,United Kingdom,51.33079910279999,0.0324999988079
LGW,EGKK,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
LCY,EGLC,London City Airport,London,United Kingdom,51.505299,0.055278
FAB,EGLF,Farnborough Airport,Farnborough,United Kingdom,51.2757987976,-0.776332974434
BBS,EGLK,Blackbushe Airport,Blackbushe,United Kingdom,51.32389831542969,-0.8475000262260437
LHR,EGLL,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
SEN,EGMC,Southend Airport,Southend,United Kingdom,51.5713996887207,0.6955559849739075
LYX,EGMD,Lydd Airport,Lydd,United Kingdom,50.95610046386719,0.939167022705078
MSE,EGMH,Kent International Airport,Manston,United Kingdom,51.342201,1.34611
CAX,EGNC,Carlisle Airport,Carlisle,United Kingdom,54.9375,-2.8091700077056885
BLK,EGNH,Blackpool International Airport,Blackpool,United Kingdom,53.77170181274414,-3.0286099910736084
HUY,EGNJ,Humberside Airport,Humberside,United Kingdom,53.57440185546875,-0.350832998752594
BWF,EGNL,Barrow Walney Island Airport,Barrow Island,United Kingdom,54.1286111,-3.2675
LBA,EGNM,Leeds Bradford Airport,Leeds,United Kingdom,53.86589813232422,-1.6605700254440308
WRT,EGNO,Warton Airport,Warton,United Kingdom,53.745098,-2.88306
CEG,EGNR,Hawarden Airport,Hawarden,United Kingdom,53.1781005859375,-2.977780103683472
IOM,EGNS,Isle of Man Airport,Isle Of Man,Isle of Man,54.08330154418945,-4.623889923095703
NCL,EGNT,Newcastle Airport,Newcastle,United Kingdom,55.03749847412109,-1.6916699409484863
MME,EGNV,Durham Tees Valley Airport,Teesside,United Kingdom,54.50920104980469,-1.4294099807739258
EMA,EGNX,East Midlands Airport,East Midlands,United Kingdom,52.8311004639,-1.32806003094
KOI,EGPA,Kirkwall Airport,Kirkwall,United Kingdom,58.957801818847656,-2.9049999713897705
LSI,EGPB,Sumburgh Airport,Sumburgh,United Kingdom,59.87889862060547,-1.295560002326965
WIC,EGPC,Wick Airport,Wick,United Kingdom,58.45890045166016,-3.09306001663208
ABZ,EGPD,Aberdeen Dyce Airport,Aberdeen,United Kingdom,57.20190048217773,-2.197779893875122
INV,EGPE,Inverness Airport,Inverness,United Kingdom,57.54249954223633,-4.047500133514404
GLA,EGPF,Glasgow International Airport,Glasgow,United Kingdom,55.8718986511,-4.43306016922
EDI,EGPH,Edinburgh Airport,Edinburgh,United Kingdom,55.95000076293945,-3.372499942779541
ILY,EGPI,Islay Airport,Islay,United Kingdom,55.68190002441406,-6.256669998168945
PIK,EGPK,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875
BEB,EGPL,Benbecula Airport,Benbecula,United Kingdom,57.48109817504883,-7.362780094146728
SCS,EGPM,Scatsta Airport,Scatsta,United Kingdom,60.43280029296875,-1.2961100339889526
DND,EGPN,Dundee Airport,Dundee,United Kingdom,56.45249938964844,-3.025830030441284
SYY,EGPO,Stornoway Airport,Stornoway,United Kingdom,58.215599060058594,-6.331110000610352
TRE,EGPU,Tiree Airport,Tiree,United Kingdom,56.49919891357422,-6.869170188903809
ADX,EGQL,RAF Leuchars,Leuchars,United Kingdom,56.37289810180664,-2.8684399127960205
LMO,EGQS,RAF Lossiemouth,Lossiemouth,United Kingdom,57.7052001953125,-3.339169979095459
CBG,EGSC,Cambridge Airport,Cambridge,United Kingdom,52.205002,0.175
NWI,EGSH,Norwich International Airport,Norwich,United Kingdom,52.6758003235,1.28278005123
STN,EGSS,London Stansted Airport,London,United Kingdom,51.8849983215,0.234999999404
EXT,EGTE,Exeter International Airport,Exeter,United Kingdom,50.73440170288086,-3.4138898849487305
FZO,EGTG,Bristol Filton Airport,Bristol,United Kingdom,51.5194015503,-2.59083008766
OXF,EGTK,Oxford (Kidlington) Airport,Oxford,United Kingdom,51.8368988037,-1.32000005245
BEX,EGUB,RAF Benson,Benson,United Kingdom,51.6164016724,-1.09582996368
LKZ,EGUL,RAF Lakenheath,Lakenheath,United Kingdom,52.4093017578,0.56099998951
MHZ,EGUN,RAF Mildenhall,Mildenhall,United Kingdom,52.36190032958984,0.486405998468399
QUY,EGUY,RAF Wyton,Wyton,United Kingdom,52.3572006226,-0.107832998037
FFD,EGVA,RAF Fairford,Fairford,United Kingdom,51.6822013855,-1.7900300025900002
BZZ,EGVN,RAF Brize Norton,Brize Norton,United Kingdom,51.75,-1.58362
ODH,EGVO,RAF Odiham,Odiham,United Kingdom,51.2341003418,-0.94282501936
NHT,EGWU,RAF Northolt,Northolt,United Kingdom,51.5530014038,-0.418166995049
QCY,EGXC,RAF Coningsby,Coningsby,United Kingdom,53.0929985046,-0.166014000773
BEQ,EGXH,RAF Honington,Honington,United Kingdom,52.34260177612305,0.7729390263557434
SQZ,EGXP,RAF Scampton,Scampton,United Kingdom,53.307800293,-0.550832986832
HRT,EGXU,RAF Linton-On-Ouse,Linton-on-ouse,United Kingdom,54.0489006042,-1.2527500391
WTN,EGXW,RAF Waddington,Waddington,United Kingdom,53.1661987305,-0.523810982704
KNF,EGYM,RAF Marham,Marham,United Kingdom,52.648395,0.550692
MPN,EGYP,Mount Pleasant Airport,Mount Pleasant,Falkland Islands,-51.82279968261719,-58.44720077514648
AMS,EHAM,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
MST,EHBK,Maastricht Aachen Airport,Maastricht,Netherlands,50.911701,5.77014
EIN,EHEH,Eindhoven Airport,Eindhoven,Netherlands,51.4500999451,5.37452983856
GRQ,EHGG,Eelde Airport,Groningen,Netherlands,53.1197013855,6.57944011688
GLZ,EHGR,Gilze Rijen Air Base,Gilze-rijen,Netherlands,51.56740188598633,4.931829929351807
DHR,EHKD,De Kooy Airport,De Kooy,Netherlands,52.92340087890625,4.780620098114014
LEY,EHLE,Lelystad Airport,Lelystad,Netherlands,52.4603,5.52722
LWR,EHLW,Leeuwarden Air Base,Leeuwarden,Netherlands,53.22859954833984,5.760560035705566
RTM,EHRD,Rotterdam The Hague Airport,Rotterdam,Netherlands,51.956902,4.43722
UTC,EHSB,Soesterberg Air Base,Soesterberg,Netherlands,52.1273002625,5.27618980408
ENS,EHTW,Twente Airport,Enschede,Netherlands,52.275833,6.889167
LID,EHVB,Valkenburg Naval Air Base,Valkenburg,Netherlands,52.1660995483,4.41794013977
WOE,EHWO,Woensdrecht Air Base,Woensdrecht,Netherlands,51.4491,4.34203
ORK,EICK,Cork Airport,Cork,Ireland,51.84130096435547,-8.491109848022461
GWY,EICM,Galway Airport,Galway,Ireland,53.300201416015625,-8.941590309143066
DUB,EIDW,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
NOC,EIKN,Ireland West Knock Airport,Connaught,Ireland,53.910301208496094,-8.818490028381348
KIR,EIKY,Kerry Airport,Kerry,Ireland,52.18090057373047,-9.52377986907959
SNN,EINN,Shannon Airport,Shannon,Ireland,52.702,-8.92482
SXL,EISG,Sligo Airport,Sligo,Ireland,54.280200958252,-8.5992097854614
WAT,EIWF,Waterford Airport,Waterford,Ireland,52.187198638916016,-7.086959838867188
AAR,EKAH,Aarhus Airport,Aarhus,Denmark,56.2999992371,10.619000434899998
BLL,EKBI,Billund Airport,Billund,Denmark,55.7402992249,9.15178012848
CPH,EKCH,Copenhagen Kastrup Airport,Copenhagen,Denmark,55.617900848389,12.656000137329
EBJ,EKEB,Esbjerg Airport,Esbjerg,Denmark,55.525902,8.5534
KRP,EKKA,Karup Airport,Karup,Denmark,56.29750061035156,9.124629974365234
BYR,EKLS,Læsø Airport,Laeso,Denmark,57.27719879150391,11.000100135803224
MRW,EKMB,Lolland Falster Maribo Airport,Maribo,Denmark,54.699299,11.4401
ODE,EKOD,Odense Airport,Odense,Denmark,55.47669982910156,10.330900192260742
RKE,EKRK,Copenhagen Roskilde Airport,Copenhagen,Denmark,55.58560180664063,12.131400108337402
RNN,EKRN,Bornholm Airport,Ronne,Denmark,55.06330108642578,14.759599685668944
SGD,EKSB,Sønderborg Airport,Soenderborg,Denmark,54.96440124511719,9.791729927062988
SKS,EKSP,Skrydstrup Air Base,Skrydstrup,Denmark,55.221048,9.26702
SQW,EKSV,Skive Airport,Skive,Denmark,56.550201416015625,9.172980308532717
TED,EKTS,Thisted Airport,Thisted,Denmark,57.06880187988281,8.705220222473145
FAE,EKVG,Vagar Airport,Vagar,Faroe Islands,62.0635986328125,-7.277219772338867
STA,EKVJ,Stauning Airport,Stauning,Denmark,55.9901008605957,8.353910446166992
AAL,EKYT,Aalborg Airport,Aalborg,Denmark,57.0927589138,9.84924316406
LUX,ELLX,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233333,6.2044444
AES,ENAL,Ålesund Airport,Alesund,Norway,62.5625,6.119699954986572
ANX,ENAN,Andøya Airport,Andoya,Norway,69.292503356934,16.144199371338
ALF,ENAT,Alta Airport,Alta,Norway,69.976097106934,23.371700286865
BNN,ENBN,Brønnøysund Airport,Bronnoysund,Norway,65.461097717285,12.217499732971
BOO,ENBO,Bodø Airport,Bodo,Norway,67.26920318603516,14.365300178527832
BGO,ENBR,Bergen Airport Flesland,Bergen,Norway,60.29339981,5.218140125
BJF,ENBS,Båtsfjord Airport,Batsfjord,Norway,70.60050201416,29.691400527954
KRS,ENCN,Kristiansand Airport,Kristiansand,Norway,58.204201,8.08537
DLD,ENDI,Geilo Airport Dagali,Geilo,Norway,60.41730117797852,8.518349647521973
BDU,ENDU,Bardufoss Airport,Bardufoss,Norway,69.055801391602,18.540399551392
EVE,ENEV,"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,68.491302490234,16.678100585938
VDB,ENFG,Leirin Airport,Fagernes,Norway,61.015598297119,9.2880601882935
FRO,ENFL,Florø Airport,Floro,Norway,61.583599090576,5.0247201919556
OSL,ENGM,Oslo Lufthavn,Oslo,Norway,60.121,11.0502
HAU,ENHD,Haugesund Airport,Haugesund,Norway,59.34529876709,5.2083601951599
HAA,ENHK,Hasvik Airport,Hasvik,Norway,70.486701965332,22.139699935913
KSU,ENKB,Kristiansund Airport (Kvernberget),Kristiansund,Norway,63.111801147461,7.824520111084
KKN,ENKR,Kirkenes Airport (Høybuktmoen),Kirkenes,Norway,69.725799560547,29.891300201416
FAN,ENLI,Lista Airport,Farsund,Norway,58.0994987487793,6.626049995422363
MOL,ENML,Molde Airport,Molde,Norway,62.744701385498,7.2624998092651
MJF,ENMS,Mosjøen Airport (Kjærstad),Mosjoen,Norway,65.783996582031,13.214900016785
LKL,ENNA,Banak Airport,Lakselv,Norway,70.068801879883,24.973499298096
NTB,ENNO,Notodden Airport,Notodden,Norway,59.565701,9.21222
OLA,ENOL,Ørland Airport,Orland,Norway,63.69889831542969,9.604000091552734
RRS,ENRO,Røros Airport,Roros,Norway,62.578399658203,11.342300415039
RYG,ENRY,"Moss Airport, Rygge",Rygge,Norway,59.378817,10.785439
LYR,ENSB,"Svalbard Airport, Longyear",Svalbard,Norway,78.246101379395,15.465600013733
SKE,ENSN,Skien Airport,Skien,Norway,59.185001373291016,9.566940307617188
SRP,ENSO,Stord Airport,Stord,Norway,59.791900634765625,5.340849876403809
SSJ,ENST,Sandnessjøen Airport (Stokka),Sandnessjoen,Norway,65.956802368164,12.468899726868
TOS,ENTC,"Tromsø Airport,",Tromso,Norway,69.68329620361328,18.91889953613281
TRF,ENTO,"Sandefjord Airport, Torp",Sandefjord,Norway,59.1866989136,10.258600235
TRD,ENVA,Trondheim Airport Værnes,Trondheim,Norway,63.4578018,10.9239998
SVG,ENZV,Stavanger Airport Sola,Stavanger,Norway,58.876701354,5.6377801895
GDN,EPGD,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,54.37760162353516,18.46619987487793
KRK,EPKK,Kraków John Paul II International Airport,Krakow,Poland,50.077702,19.7848
KTW,EPKT,Katowice International Airport,Katowice,Poland,50.4743,19.08
POZ,EPPO,Poznań-Ławica Airport,Poznan,Poland,52.4210014343,16.8262996674
RZE,EPRZ,Rzeszów-Jasionka Airport,Rzeszow,Poland,50.1100006104,22.0189990997
SZZ,EPSC,"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,Poland,53.584701538100006,14.9021997452
OSP,EPSK,Redzikowo Air Base,Slupsk,Poland,54.47890090942383,17.107500076293945
WAW,EPWA,Warsaw Chopin Airport,Warsaw,Poland,52.1656990051,20.9671001434
WRO,EPWR,Copernicus Wrocław Airport,Wroclaw,Poland,51.1026992798,16.885799408
IEG,EPZG,Zielona Góra-Babimost Airport,Zielona Gora,Poland,52.1385002136,15.7986001968
RNB,ESDF,Ronneby Airport,Ronneby,Sweden,56.266700744629,15.265000343323
GOT,ESGG,Gothenburg-Landvetter Airport,Gothenborg,Sweden,57.662799835205,12.279800415039
JKG,ESGJ,Jönköping Airport,Joenkoeping,Sweden,57.757598876953125,14.068699836730955
LDK,ESGL,Lidköping-Hovby Airport,Lidkoping,Sweden,58.4655,13.1744
GSE,ESGP,Gothenburg City Airport,Gothenborg,Sweden,57.7747,11.8704
KVB,ESGR,Skövde Airport,Skovde,Sweden,58.45640182495117,13.972700119018556
THN,ESGT,Trollhättan-Vänersborg Airport,Trollhattan,Sweden,58.31809997558594,12.345000267028809
KSK,ESKK,Karlskoga Airport,Karlskoga,Sweden,59.34590148925781,14.49590015411377
MXX,ESKM,Mora Airport,Mora,Sweden,60.957901,14.5114
NYO,ESKN,Stockholm Skavsta Airport,Stockholm,Sweden,58.78860092163086,16.912200927734375
KID,ESMK,Kristianstad Airport,Kristianstad,Sweden,55.92169952392578,14.08549976348877
OSK,ESMO,Oskarshamn Airport,Oskarshamn,Sweden,57.350498,16.497999
KLR,ESMQ,Kalmar Airport,Kalkmar,Sweden,56.68550109863281,16.287599563598633
MMX,ESMS,Malmö Sturup Airport,Malmoe,Sweden,55.536305364,13.3761978149
HAD,ESMT,Halmstad Airport,Halmstad,Sweden,56.69110107421875,12.820199966430664
VXO,ESMX,Växjö Kronoberg Airport,Vaxjo,Sweden,56.92910003662109,14.727999687194824
